"tdate","Ph_actual","Ph_pred","residual"
2013-02-02 07:00:00,87,84.4579558997986,2.54204410020135
2013-02-02 08:00:00,87,83.268930034703,3.73106996529699
2013-02-02 09:00:00,86,82.627728535678,3.372271464322
2013-02-02 10:00:00,85,82.6306115940184,2.36938840598162
2013-02-02 11:00:00,82,78.6239033514242,3.3760966485758
2013-02-02 12:00:00,62,51.7119502678314,10.2880497321686
2013-02-02 13:00:00,25,29.0579162398815,-4.05791623988149
2013-02-02 14:00:00,22,29.8519679706584,-7.85196797065835
2013-02-02 15:00:00,44,61.3480511878325,-17.3480511878325
2013-02-02 16:00:00,32,31.3563640618869,0.643635938113143
2013-02-02 17:00:00,42,60.1375032921438,-18.1375032921438
2013-02-02 18:00:00,67,84.8232412768741,-17.8232412768741
2013-02-02 19:00:00,76,88.8262023513976,-12.8262023513976
2013-02-02 20:00:00,80,89.5929633936756,-9.59296339367564
2013-02-02 21:00:00,85,90.5556337748903,-5.55563377489025
2013-02-02 22:00:00,88,92.9752139061398,-4.97521390613984
2013-02-02 23:00:00,90,95.2426253037968,-5.2426253037968
2013-02-03,93,93.6868557930037,-0.686855793003668
2013-02-03 01:00:00,93,92.640700664797,0.359299335202987
2013-02-03 02:00:00,94,91.2100413859584,2.78995861404164
2013-02-03 03:00:00,94,90.6470054786461,3.35299452135391
2013-02-03 04:00:00,93,89.6520244460808,3.34797555391921
2013-02-03 05:00:00,93,89.5065069960123,3.49349300398773
2013-02-03 06:00:00,92,88.8213037810703,3.1786962189297
2013-02-03 07:00:00,91,88.0250443218355,2.97495567816447
2013-02-03 08:00:00,91,88.8231414658525,2.17685853414754
2013-02-03 09:00:00,90,88.1751097836516,1.82489021634841
2013-02-03 10:00:00,89,85.6459426611308,3.3540573388692
2013-02-03 11:00:00,83,73.0145959944988,9.98540400550122
2013-02-03 12:00:00,43,37.6469083098661,5.35309169013393
2013-02-03 13:00:00,59,61.6308192306179,-2.63081923061788
2013-02-03 14:00:00,73,74.7918451916206,-1.79184519162059
2013-02-03 15:00:00,78,80.5795414671853,-2.57954146718533
2013-02-03 16:00:00,80,81.2482609553146,-1.24826095531457
2013-02-03 17:00:00,82,84.0278140285159,-2.02781402851592
2013-02-03 18:00:00,84,86.0075423373058,-2.00754233730575
2013-02-03 19:00:00,85,85.3012424828068,-0.301242482806763
2013-02-03 20:00:00,86,83.887749674789,2.112250325211
2013-02-03 21:00:00,86,82.1918148315942,3.80818516840579
2013-02-03 22:00:00,86,81.3678072430792,4.63219275692081
2013-02-03 23:00:00,85,79.4553905908985,5.5446094091015
2013-02-04,84,78.222714225995,5.77728577400495
2013-02-04 01:00:00,83,77.4004650265262,5.59953497347379
2013-02-04 02:00:00,82,76.5059389385805,5.49406106141947
2013-02-04 03:00:00,81,75.5863858330956,5.41361416690444
2013-02-04 04:00:00,79,73.2052077471985,5.79479225280146
2013-02-04 05:00:00,78,68.8872563262133,9.11274367378667
2013-02-04 06:00:00,76,67.317478820937,8.68252117906296
2013-02-04 07:00:00,74,67.1165799654841,6.88342003451585
2013-02-04 08:00:00,73,66.383879815265,6.61612018473502
2013-02-04 09:00:00,72,67.70379314666,4.29620685334
2013-02-04 10:00:00,71,66.8109108955699,4.18908910443012
2013-02-04 11:00:00,68,63.0530680028321,4.94693199716788
2013-02-04 12:00:00,66,60.2530263659652,5.74697363403483
2013-02-04 13:00:00,65,58.6970888047912,6.30291119520885
2013-02-04 14:00:00,64,58.3378422565109,5.66215774348905
2013-02-04 15:00:00,61,58.7925105922007,2.20748940779927
2013-02-04 16:00:00,57,56.8050607592346,0.194939240765382
2013-02-04 17:00:00,55,49.5259152823604,5.47408471763961
